caseid,policy_gun,policy_cappun,policy_pot,policy_prostitute,policy_healthcare,policy_taxcut,policy_affect,policy_nuke,policy_warming,policy_draft,pk_house,pk_senate,pk_ag,pk_senleader,pk_justice,pk_override,pk_nominate,pk_term,pk_conservparty,birthyr,gender,pid7,pid3_t,pid3,race,race_other,educ,marstat,employ,employ_t,pew_bornagain,pew_religimp,pew_churatd,pew_prayer,religpew,religpew_t,religpew_protestant,ideo5,newsint,faminc,votereg,inputstate
152162092,3,6,6,5,6,5,4,5,5,4,2,1,4,2,2,2,1,4,2,1947,1,1,__NA__,1,1,__NA__,3,5,1,__NA__,2,3,4,3,1,__NA__,7,4,1,97,1,26
152174984,5,5,4,3,5,6,5,5,5,4,1,1,4,1,2,2,1,2,2,1958,2,2,__NA__,1,1,__NA__,4,6,2,__NA__,2,4,6,6,11,__NA__,99,2,2,5,2,42
152176737,5,3,4,4,4,4,4,4,4,3,3,3,2,1,4,2,3,2,1,1958,2,2,__NA__,1,4,__NA__,3,6,4,__NA__,2,2,5,6,7,__NA__,3,3,3,8,2,6
152177977,5,1,6,5,6,6,6,2,6,4,2,1,4,2,5,2,1,4,2,1948,1,1,__NA__,1,1,__NA__,5,1,1,__NA__,2,4,6,7,9,__NA__,99,1,1,5,1,42
152179917,6,3,4,3,3,2,4,1,6,3,1,2,2,4,5,2,3,1,2,1993,2,2,__NA__,1,3,__NA__,2,5,8,__NA__,2,2,4,5,2,__NA__,99,2,3,2,1,12
152179955,6,6,6,6,6,6,3,6,5,3,2,1,4,2,1,2,1,2,2,1963,1,2,__NA__,1,1,__NA__,2,6,1,__NA__,2,4,6,7,9,__NA__,99,3,2,7,1,12
152181845,1,1,6,4,6,6,5,1,4,5,2,1,4,2,5,2,1,4,2,1959,1,1,__NA__,1,1,__NA__,6,1,1,__NA__,2,3,4,5,11,__NA__,99,2,1,14,1,6
152181903,4,3,5,4,5,5,4,4,5,2,1,2,1,2,4,2,1,1,2,1978,2,1,__NA__,1,1,__NA__,6,6,1,__NA__,2,4,6,5,11,__NA__,2,2,3,11,1,9
152184680,5,2,6,4,4,6,5,1,4,3,1,2,8,1,4,2,1,4,2,1962,2,2,__NA__,1,1,__NA__,5,1,7,__NA__,2,4,6,1,11,__NA__,99,3,2,11,1,36
152187772,5,1,6,2,6,6,4,4,5,5,1,2,4,1,1,1,1,1,2,1977,1,2,__NA__,1,1,__NA__,2,1,4,__NA__,2,4,6,7,11,__NA__,99,3,2,7,1,53
152187773,6,6,4,1,4,6,6,3,4,4,2,1,5,2,4,2,1,1,1,1953,2,2,__NA__,1,1,__NA__,2,3,4,__NA__,1,1,5,1,1,__NA__,4,3,1,1,1,12
152187875,5,6,5,2,6,6,4,1,6,4,2,1,4,2,5,2,1,4,2,1941,2,1,__NA__,1,1,__NA__,3,1,5,__NA__,2,3,5,6,10,__NA__,99,1,1,4,1,35
152187910,2,3,3,3,1,4,2,3,2,2,2,2,2,2,3,1,2,2,2,1969,2,2,__NA__,1,1,__NA__,4,1,3,__NA__,2,2,2,3,4,__NA__,99,4,2,3,1,12
152188677,4,1,6,4,6,5,4,3,5,1,1,2,2,1,5,3,1,1,2,1972,2,1,__NA__,1,1,__NA__,3,6,8,__NA__,2,3,6,3,12,__NA__,99,1,2,5,1,17
152198201,6,4,4,1,6,3,3,3,6,1,2,2,4,2,8,8,1,2,2,1963,2,2,__NA__,1,2,__NA__,3,1,1,__NA__,2,1,5,3,2,__NA__,99,2,3,10,1,6
152202337,2,2,5,4,6,6,6,3,5,6,2,1,2,2,1,2,1,4,2,1947,1,1,__NA__,1,1,__NA__,5,3,1,__NA__,2,3,5,1,12,__NA__,99,1,1,6,1,48
152204467,6,5,6,6,5,6,4,6,4,3,1,1,4,2,5,2,1,4,2,1961,1,2,__NA__,1,1,__NA__,5,5,1,__NA__,2,2,3,3,1,__NA__,90,3,1,6,1,34
152211065,6,3,6,4,6,6,2,3,6,1,2,1,4,2,5,2,1,4,2,1959,2,1,__NA__,1,1,__NA__,6,1,1,__NA__,2,4,6,7,11,__NA__,99,2,1,12,1,47
152215239,6,1,4,3,6,6,6,6,6,4,2,1,4,2,5,2,1,4,2,1928,1,2,__NA__,1,1,__NA__,5,1,5,__NA__,2,4,6,7,9,__NA__,99,3,1,31,1,4
152216464,6,2,4,3,6,6,4,3,4,4,2,1,4,2,5,2,1,4,2,1966,2,2,__NA__,1,1,__NA__,6,5,1,__NA__,2,1,2,5,1,__NA__,5,3,2,13,1,17
152219099,6,6,2,1,6,6,4,4,4,1,1,2,1,2,5,2,3,1,2,1979,2,1,__NA__,1,1,__NA__,2,1,7,__NA__,2,4,6,6,11,__NA__,99,1,3,8,2,25
152226325,6,5,4,6,6,6,6,6,6,6,2,2,2,2,3,2,2,2,1,1954,2,1,__NA__,1,2,__NA__,2,1,1,__NA__,2,2,3,2,2,__NA__,99,4,2,4,1,22
152234226,6,2,5,3,6,6,5,4,6,1,2,1,4,2,8,2,1,4,2,1968,1,1,__NA__,1,1,__NA__,5,3,1,__NA__,2,4,6,7,9,__NA__,99,1,1,4,1,39
152252522,5,1,6,3,6,6,5,5,6,1,2,1,4,2,5,2,1,2,2,1955,2,1,__NA__,1,1,__NA__,6,1,1,__NA__,2,1,5,3,1,__NA__,90,1,2,10,1,26
152252799,4,2,4,4,6,6,4,4,6,1,2,2,4,2,5,2,1,4,2,1979,2,1,__NA__,1,3,__NA__,3,6,8,__NA__,2,4,6,7,10,__NA__,99,1,1,4,1,36
152252999,6,1,8,3,6,6,6,4,6,4,2,1,4,2,5,2,1,4,2,1952,1,1,__NA__,1,1,__NA__,6,3,1,__NA__,2,4,6,7,9,__NA__,99,1,1,5,1,38
152254753,5,5,4,4,4,5,5,4,4,4,2,1,1,2,5,2,1,1,2,1963,1,2,__NA__,1,1,__NA__,5,1,1,__NA__,2,1,1,2,5,__NA__,99,3,2,7,1,12
152264424,6,6,4,2,6,6,4,4,6,6,2,8,8,2,4,2,1,1,1,1949,1,2,__NA__,1,1,__NA__,5,5,5,__NA__,2,1,2,2,2,__NA__,99,2,3,4,1,19
152265023,6,5,4,1,6,5,4,4,5,1,2,2,2,2,4,2,1,4,8,1953,2,1,__NA__,1,1,__NA__,5,1,2,__NA__,1,1,1,1,1,__NA__,1,2,1,98,2,12
152277029,6,1,6,6,6,6,5,6,6,4,2,1,4,2,5,2,1,4,2,1969,1,1,__NA__,1,1,__NA__,2,5,1,__NA__,2,4,6,7,9,__NA__,99,2,1,97,1,25
152278146,6,4,6,6,6,6,3,6,5,4,2,1,4,2,5,2,1,4,2,1960,1,1,__NA__,1,3,__NA__,4,3,4,__NA__,2,4,6,7,1,__NA__,7,2,1,3,1,1
152284476,5,6,1,1,5,6,5,2,4,5,1,1,4,8,5,2,3,2,8,1976,2,2,__NA__,1,3,__NA__,4,1,1,__NA__,2,1,6,6,2,__NA__,99,3,2,9,1,39
152288721,5,5,2,1,5,6,3,5,5,4,2,1,4,1,2,2,8,4,2,1915,1,1,__NA__,1,1,__NA__,6,4,5,__NA__,2,1,2,1,1,__NA__,4,2,1,10,1,53
152299985,6,6,6,6,6,6,6,1,6,2,1,1,4,2,1,2,8,2,2,1926,1,1,__NA__,1,1,__NA__,2,1,5,__NA__,2,4,6,6,10,__NA__,99,1,1,12,1,36
152303580,5,4,6,6,6,6,6,5,5,3,2,1,4,2,2,2,1,4,2,1969,1,2,__NA__,1,1,__NA__,6,1,1,__NA__,2,3,5,7,1,__NA__,1,3,2,11,1,48
152307409,6,6,1,4,4,6,5,3,6,1,2,1,4,1,2,2,1,4,3,1952,1,1,__NA__,1,2,__NA__,5,1,1,__NA__,1,1,3,2,1,__NA__,1,4,1,8,1,42
152309795,2,6,5,1,3,6,5,4,4,1,2,2,4,4,5,2,3,4,1,1959,2,2,__NA__,1,1,__NA__,2,3,4,__NA__,2,3,6,5,11,__NA__,12,6,3,1,1,12
152313626,6,1,5,4,6,6,6,2,6,5,2,1,4,2,5,3,1,1,2,1942,2,1,__NA__,1,1,__NA__,6,4,5,__NA__,2,1,2,1,2,__NA__,99,2,1,5,1,22
152314609,5,5,6,2,6,6,2,5,6,6,2,1,4,1,5,2,1,2,2,1949,1,1,__NA__,1,1,__NA__,2,4,1,__NA__,1,1,2,1,1,__NA__,1,2,1,7,1,22
152326069,5,1,6,5,6,6,4,1,6,1,2,1,8,2,5,2,1,2,2,1946,1,1,__NA__,1,1,__NA__,3,6,9,__NA__,2,1,5,1,12,__NA__,99,1,1,11,1,6
152331026,6,5,6,5,6,6,6,1,6,1,2,1,4,2,5,2,1,4,2,1961,1,1,__NA__,1,6,__NA__,2,3,2,__NA__,2,4,5,5,12,__NA__,99,2,1,97,1,8
152344150,5,3,5,6,6,6,5,6,2,5,2,1,4,2,4,2,1,4,2,1952,2,1,__NA__,1,1,__NA__,3,1,2,__NA__,2,2,4,2,2,__NA__,99,1,1,11,1,24
152350514,6,1,4,4,6,6,4,1,6,5,2,1,4,2,5,2,1,4,2,1933,2,1,__NA__,1,1,__NA__,6,4,9,__NA__,2,4,5,8,12,__NA__,3,2,1,8,1,6
152356726,4,4,3,1,6,6,6,2,6,2,1,1,8,8,8,1,1,8,2,1979,1,1,__NA__,1,3,__NA__,3,1,7,__NA__,2,1,4,5,2,__NA__,99,2,1,5,1,6
152356800,6,2,5,2,5,6,5,3,5,2,2,1,4,2,4,2,1,4,2,1954,1,1,__NA__,1,1,__NA__,6,1,1,__NA__,2,3,6,6,11,__NA__,99,2,2,10,1,48
152358544,6,1,6,6,6,6,4,1,6,1,2,1,4,2,5,2,1,4,2,1988,2,2,__NA__,1,8,__NA__,4,5,8,__NA__,2,1,2,1,5,__NA__,99,1,1,6,1,9
152358607,6,6,1,1,6,6,6,5,4,1,1,2,8,1,8,2,1,4,2,1947,2,1,__NA__,1,3,__NA__,2,1,5,__NA__,2,1,2,1,2,__NA__,99,3,1,6,1,48
152360357,6,6,4,1,6,6,5,5,6,4,1,2,2,2,4,2,1,2,2,1948,2,1,__NA__,1,2,__NA__,2,1,5,__NA__,2,2,3,2,11, ,99,6,4,6,1,24
152361157,5,1,6,4,6,6,5,4,6,5,2,1,4,2,5,2,1,4,2,1966,2,1,__NA__,1,1,__NA__,6,5,1,__NA__,2,4,6,7,12,__NA__,99,1,2,9,1,17
152362318,4,4,5,4,6,5,3,4,6,3,2,1,1,4,5,2,2,1,2,1987,2,2,__NA__,1,1,__NA__,3,5,2,__NA__,2,2,4,5,12,__NA__,3,3,3,2,1,24
152362434,6,3,6,5,6,6,5,2,5,1,2,1,4,2,5,2,8,4,2,1949,2,1,__NA__,1,1,__NA__,3,1,1,__NA__,2,3,5,5,5,__NA__,99,2,1,9,1,53
152363041,6,2,5,1,6,6,5,6,6,5,1,2,8,2,4,2,1,2,2,1934,2,1,__NA__,1,1,__NA__,4,4,5,__NA__,2,3,5,6,2,__NA__,99,1,2,2,1,25
152364232,6,3,6,6,6,6,4,6,6,1,1,2,4,2,5,2,2,1,2,1963,2,1,__NA__,1,1,__NA__,2,1,2,__NA__,2,4,6,7,9,__NA__,99,1,2,11,1,48
152364242,6,1,6,1,6,6,6,6,6,1,2,1,4,2,5,8,1,2,2,1932,2,1,__NA__,1,2,__NA__,5,4,5,__NA__,1,1,1,1,1,__NA__,1,2,1,97,1,37
152364251,6,4,4,4,6,6,5,4,5,3,2,1,4,2,5,2,1,4,2,1953,1,1,__NA__,1,1,__NA__,3,1,1,__NA__,2,3,5,7,11,__NA__,99,2,1,9,1,8
152366225,6,1,6,6,6,6,4,4,5,3,2,1,4,2,5,2,1,4,2,1962,1,1,__NA__,1,1,__NA__,5,5,1,__NA__,2,4,6,7,2,__NA__,99,2,1,9,1,41
152366286,6,6,6,6,6,4,6,5,6,5,2,2,4,2,8,2,1,2,2,1975,1,2,__NA__,1,3,__NA__,6,2,2,__NA__,2,4,3,7,11,__NA__,99,1,3,4,1,24
152371825,6,5,3,1,6,6,5,5,5,1,2,1,2,1,4,2,1,1,1,1961,2,1,__NA__,1,1,__NA__,2,5,6,__NA__,2,4,6,7,11,__NA__,99,3,3,2,1,27
152374053,6,3,6,4,6,5,5,1,6,2,1,1,4,2,5,2,3,2,2,1940,2,2,__NA__,1,1,__NA__,2,1,5,__NA__,2,3,6,3,11,__NA__,99,3,2,5,1,6
152378441,6,6,5,5,6,6,4,4,5,5,2,2,2,5,5,2,1,1,1,1958,1,1,__NA__,1,1,__NA__,1,1,1,__NA__,2,3,5,6,2,__NA__,99,3,1,8,1,55
152391116,6,4,6,1,6,6,4,6,6,5,1,3,4,2,1,1,8,1,3,1960,2,1,__NA__,1,3,__NA__,2,3,7,__NA__,2,2,2,1,2,__NA__,99,2,2,3,1,36
152400592,5,2,6,6,6,6,4,3,6,2,2,1,2,2,5,2,1,4,2,1954,1,2,__NA__,1,1,__NA__,2,1,1,__NA__,2,4,6,7,10,__NA__,99,3,1,7,1,17
152400774,6,1,6,6,6,6,6,1,6,6,2,1,4,2,5,2,1,4,2,1960,2,1,__NA__,1,1,__NA__,5,5,1,__NA__,2,4,6,7,10,__NA__,99,3,1,7,1,42
152400887,6,5,3,1,5,6,4,2,5,3,3,3,2,5,2,2,3,4,2,1962,2,2,__NA__,1,1,__NA__,2,1,4,__NA__,1,1,1,1,1,__NA__,1,4,4,11,1,12
152400916,6,2,4,3,5,5,2,4,3,1,1,2,1,2,4,2,1,4,1,1954,2,1,__NA__,1,1,__NA__,2,5,6,__NA__,2,3,5,2,1,__NA__,7,2,3,3,1,34
152403766,5,4,4,5,5,5,3,4,4,2,2,1,4,2,5,2,1,4,2,1967,1,2,__NA__,1,1,__NA__,5,1,4,__NA__,2,4,5,7,2,__NA__,99,2,1,12,1,31
152405181,6,1,6,6,6,6,6,5,6,3,2,1,4,2,5,2,1,4,2,1972,1,1,__NA__,1,1,__NA__,5,5,1,__NA__,2,4,6,7,9,__NA__,99,2,1,10,1,36
152407373,6,2,6,6,5,5,1,5,5,1,2,1,4,2,1,2,1,4,2,1956,1,1,__NA__,1,1,__NA__,5,1,1,__NA__,2,4,6,7,11,__NA__,99,3,1,4,1,53
152407435,5,6,5,5,5,5,6,6,5,5,2,1,4,2,8,2,2,2,2,1969,1,2,__NA__,1,1,__NA__,6,1,1,__NA__,2,2,3,3,5,__NA__,99,3,1,12,1,26
152408107,6,1,1,1,6,3,4,5,6,4,1,1,4,2,5,2,8,8,1,1980,2,1,__NA__,1,1,__NA__,3,5,2,__NA__,1,2,3,6,12,__NA__,8,2,1,12,2,36
152408199,6,1,3,1,6,6,6,1,6,1,2,1,4,2,5,2,1,4,2,1955,2,1,__NA__,1,1,__NA__,3,1,2,__NA__,2,1,5,1,1,__NA__,5,2,1,13,1,6
152408207,6,1,6,5,6,6,6,4,6,6,2,1,1,2,5,2,1,4,2,1977,1,1,__NA__,1,1,__NA__,2,5,6,__NA__,2,3,4,6,1,__NA__,3,2,1,11,1,39
152409471,5,2,5,5,5,5,4,4,6,3,2,1,4,2,5,2,1,4,2,1963,1,1,__NA__,1,1,__NA__,6,1,1,__NA__,2,3,6,7,10,__NA__,99,2,2,31,1,11
152409498,3,5,2,1,4,6,5,3,5,1,3,2,2,1,5,2,2,2,2,1971,2,1,__NA__,1,2,__NA__,6,5,1,__NA__,1,1,2,1,1,__NA__,1,3,2,7,1,13
152413491,5,2,6,2,6,6,5,2,6,6,2,1,4,2,5,2,1,4,2,1950,2,1,__NA__,1,1,__NA__,3,1,1,__NA__,2,4,6,6,11,__NA__,99,3,1,8,1,6
152414230,6,1,6,3,6,6,5,1,6,1,2,1,4,2,8,2,1,4,2,1977,2,1,__NA__,1,3,__NA__,6,1,1,__NA__,2,4,6,7,9,__NA__,99,1,1,5,1,18
152417260,6,2,1,1,3,4,6,4,6,3,2,1,4,2,1,3,3,2,1,1951,2,2,__NA__,1,2,__NA__,3,4,1,__NA__,1,2,2,2,1,__NA__,1,3,2,7,1,51
152423446,6,1,6,6,6,6,4,5,5,1,2,1,4,2,5,2,1,4,2,1988,1,1,__NA__,1,1,__NA__,5,5,1,__NA__,2,3,5,6,10,__NA__,99,3,1,3,1,42
152423479,1,1,1,1,1,1,1,1,1,1,2,2,5,1,1,2,1,1,2,1965,2,1,__NA__,1,2,__NA__,3,3,2,__NA__,1,1,3,3,1,__NA__,2,4,4,4,1,12
152427239,6,5,5,1,6,6,6,4,4,1,2,1,4,2,8,2,1,1,2,1950,2,1,__NA__,1,2,__NA__,2,3,5,__NA__,2,3,5,6,1,__NA__,1,3,1,6,1,17
152441314,4,3,4,3,5,6,6,4,5,2,2,2,5,2,4,2,2,2,2,1976,1,2,__NA__,1,3,__NA__,5,5,4,__NA__,2,4,6,7,11,__NA__,99,3,3,3,1,17
152448209,3,3,4,4,5,4,4,4,3,3,2,1,2,1,5,3,1,2,2,1960,2,1,__NA__,1,3,__NA__,3,1,7,__NA__,2,2,5,3,2,__NA__,99,2,2,4,1,12
152449531,6,1,6,4,6,6,6,4,6,1,2,1,4,2,5,2,1,4,2,1990,1,1,__NA__,1,1,__NA__,5,5,1,__NA__,2,4,6,7,9,__NA__,99,1,1,13,1,51
152455236,4,6,6,6,6,6,4,2,6,6,1,2,4,2,1,2,1,2,2,1950,1,1,__NA__,1,2,__NA__,3,1,2,__NA__,2,1,2,1,1,__NA__,7,3,2,3,1,39
152455267,1,1,6,6,6,6,5,6,6,6,2,1,4,2,5,2,1,4,2,1965,1,1,__NA__,1,1,__NA__,3,6,3,__NA__,2,4,6,6,11,__NA__,99,1,1,3,2,12
152469099,4,4,4,3,6,5,5,1,4,2,1,2,4,8,2,2,1,2,2,1984,2,1,__NA__,1,2,__NA__,6,1,1,__NA__,2,2,5,5,1,__NA__,1,3,3,10,2,48
152470788,6,2,6,6,6,6,6,1,6,1,2,1,4,2,5,2,1,2,2,1954,2,1,__NA__,1,7,__NA__,5,3,1,__NA__,2,1,5,2,2,__NA__,99,1,2,2,1,48
152472618,6,2,6,4,6,6,6,4,5,1,2,1,4,2,5,2,1,2,2,1964,2,1,__NA__,1,1,__NA__,5,1,1,__NA__,1,2,5,1,1,__NA__,3,1,2,11,1,29
152477918,6,5,1,2,6,4,4,4,4,3,1,1,4,2,5,2,3,2,2,1989,2,1,__NA__,1,2,__NA__,5,5,8,__NA__,2,1,2,3,1,__NA__,8,2,3,4,1,17
152479102,4,6,1,1,6,6,3,5,5,4,2,1,5,1,4,2,3,1,2,1961,1,1,__NA__,1,1,__NA__,4,5,1,__NA__,2,2,5,2,1,__NA__,4,3,2,4,1,27
152481390,6,1,6,4,6,6,5,1,6,1,2,1,4,2,5,3,1,4,2,1983,1,1,__NA__,1,6,__NA__,3,1,1,__NA__,2,1,2,3,2,__NA__,99,1,1,9,1,19
152481562,6,1,6,6,6,6,5,5,6,1,2,1,4,2,2,2,1,4,2,1937,1,1,__NA__,1,1,__NA__,2,1,5,__NA__,2,4,6,7,9,__NA__,99,1,1,10,1,42
152483199,6,6,4,4,4,3,3,5,4,3,2,2,4,2,5,2,1,2,2,1966,1,2,__NA__,1,2,__NA__,3,5,2,__NA__,2,3,6,2,11,__NA__,99,3,1,5,1,55
152488605,6,5,6,3,6,6,8,4,5,2,1,2,2,4,5,2,1,2,2,1951,1,1,__NA__,1,1,__NA__,2,5,4,__NA__,1,1,1,1,1,__NA__,4,2,2,2,1,34
152489666,6,2,6,6,6,6,6,5,6,1,2,1,4,2,5,2,1,4,2,1962,1,1,__NA__,1,1,__NA__,3,1,1,__NA__,2,4,5,6,12,__NA__,99,1,1,12,1,36
152490509,6,2,6,2,6,6,6,1,6,2,2,1,4,2,5,2,1,4,2,1974,1,1,__NA__,1,1,__NA__,5,1,1,__NA__,2,4,6,6,10,__NA__,99,2,1,12,1,26
152491471,5,4,3,5,3,4,4,5,5,4,3,3,1,2,2,3,3,2,3,1957,2,1,__NA__,1,2,__NA__,3,6,1,__NA__,2,1,3,1,11,__NA__,2,6,2,4,1,45
152494134,6,5,5,5,6,6,4,3,6,3,1,1,5,2,8,1,1,2,2,1962,1,1,__NA__,1,1,__NA__,3,5,4,__NA__,2,2,6,6,2,__NA__,99,3,1,3,1,34
152495477,6,2,5,5,6,6,5,3,6,2,2,1,4,2,5,3,1,4,2,1948,1,1,__NA__,1,2,__NA__,5,1,2,__NA__,2,3,5,6,2,__NA__,99,2,1,7,1,34
152497356,6,1,6,4,6,6,6,4,6,4,2,1,4,2,5,2,1,4,2,1950,1,1,__NA__,1,2,__NA__,6,4,5,__NA__,2,3,5,5,11,__NA__,2,1,1,6,1,17
152497857,5,4,6,1,6,6,8,5,6,5,1,1,1,2,2,1,1,2,1,1954,2,1,__NA__,1,2,__NA__,5,3,2,__NA__,1,1,1,1,1,__NA__,8,3,2,1,1,48
152499141,6,1,5,2,6,6,6,1,6,1,2,1,4,1,2,2,1,4,2,1982,2,2,__NA__,1,1,__NA__,6,5,1,__NA__,2,3,4,4,5,__NA__,99,2,2,4,1,36
152499537,6,6,4,1,4,6,4,6,4,6,2,1,4,2,5,2,1,4,2,1947,1,1,__NA__,1,1,__NA__,2,3,5,__NA__,2,2,5,6,1,__NA__,2,3,1,10,1,39
152509986,2,6,6,2,6,6,8,4,5,3,1,2,4,5,2,1,3,1,2,1980,1,1,__NA__,1,2,__NA__,4,5,1,__NA__,2,1,3,1,1,__NA__,1,2,2,97,1,13
152521546,6,4,4,1,4,5,2,2,6,3,2,1,4,2,5,2,1,2,2,1954,1,2,__NA__,1,1,__NA__,4,3,1,__NA__,2,3,5,7,12,__NA__,3,3,2,6,1,24
152524565,5,3,5,3,6,6,4,2,4,2,2,2,4,2,2,2,1,2,2,1980,2,2,__NA__,1,1,__NA__,6,1,1,__NA__,2,4,6,7,9,__NA__,99,2,1,12,1,27
152524579,3,5,1,3,2,3,3,3,3,3,1,1,5,3,4,1,3,1,1,1964,2,,__NA__,1,1,__NA__,3,1,1,__NA__,1,1,2,1,11,__NA__,1,1,7,6,1,34
152540465,6,1,4,4,6,6,4,4,6,1,2,1,4,2,5,2,1,4,2,1951,1,1,__NA__,1,1,__NA__,2,1,1,__NA__,2,3,5,2,2,__NA__,99,2,1,11,1,21
152541925,6,3,6,2,4,6,6,1,6,1,2,1,4,2,5,2,1,4,2,1990,1,1,__NA__,1,6,__NA__,3,5,8,__NA__,1,1,3,8,1,__NA__,1,2,1,97,1,1
152545957,5,4,1,1,6,6,5,3,5,5,2,1,4,2,5,2,1,1,3,1942,2,1,__NA__,1,2,__NA__,3,5,5,__NA__,1,1,2,1,1,__NA__,12,3,1,3,1,42
152546030,6,2,6,4,6,6,5,4,5,6,2,1,4,2,5,2,1,4,3,1962,2,1,__NA__,1,7,__NA__,6,3,1,__NA__,2,1,3,1,1,__NA__,1,3,1,4,1,1
152547532,5,3,6,4,6,6,4,6,6,2,2,2,1,2,4,2,2,2,2,1983,2,1,__NA__,1,1,__NA__,5,5,1,__NA__,2,3,6,7,7,__NA__,99,2,2,6,1,42
152548612,6,3,6,2,6,6,6,1,6,2,2,1,4,2,5,2,1,4,2,1987,2,1,__NA__,1,2,__NA__,5,5,1,__NA__,2,2,4,2,1,__NA__,90,1,1,3,1,6
152549820,6,2,6,6,6,6,6,3,6,6,2,1,4,2,5,2,1,4,2,1958,2,1,__NA__,1,1,__NA__,3,1,7,__NA__,2,3,6,6,1,__NA__,8,2,1,97,1,6
152554826,6,1,5,4,6,6,5,2,6,2,3,2,2,2,4,2,2,4,2,1962,2,1,__NA__,1,1,__NA__,5,1,4,__NA__,2,3,4,1,11,__NA__,99,3,2,10,1,6
152560725,2,1,1,2,5,6,5,4,4,1,2,2,4,3,1,3,3,2,3,1928,2,1,__NA__,1,1,__NA__,1,4,5,__NA__,2,1,5,1,11,__NA__,99,2,2,2,1,26
152566417,6,2,4,1,6,6,5,1,6,4,2,1,4,2,5,3,1,2,2,1956,2,2,__NA__,1,1,__NA__,3,1,7,__NA__,2,4,6,7,2,__NA__,99,2,1,8,1,36
152566436,6,2,6,5,6,6,6,1,6,4,2,1,4,2,5,2,1,4,2,1955,2,1,__NA__,1,1,__NA__,3,1,1,__NA__,2,4,6,7,9,__NA__,99,2,1,6,1,48
152568420,6,1,6,2,6,5,4,3,6,1,2,1,4,2,4,8,1,4,2,1983,2,1,__NA__,1,1,__NA__,5,1,1,__NA__,2,3,5,6,2,__NA__,99,1,1,10,1,17
152571145,6,2,4,1,6,6,4,3,6,1,2,1,4,2,5,2,1,4,2,1969,2,1,__NA__,1,1,__NA__,6,1,1,__NA__,2,2,3,6,2,__NA__,99,2,1,11,1,25
152590463,4,5,2,1,6,6,3,4,4,1,8,1,4,2,5,2,1,4,8,1977,2,1,__NA__,1,1,__NA__,6,1,4,__NA__,2,2,4,1,2,__NA__,99,3,2,4,1,39
152601945,6,2,4,3,6,4,3,3,4,2,1,2,2,1,2,2,1,2,2,1977,2,1,__NA__,1,1,__NA__,5,5,1,__NA__,2,4,6,7,9,__NA__,99,2,2,6,1,29
152602668,5,6,1,8,6,3,6,5,6,2,3,2,8,8,8,3,3,1,2,1994,2,2,__NA__,1,2,__NA__,1,5,4, ,2,1,6,6,11, ,99,3,4,9,1,13
152612564,6,2,6,6,6,6,6,1,6,4,2,1,4,2,5,2,1,4,2,1945,2,2,__NA__,1,2,__NA__,6,3,2,__NA__,2,2,1,1,1,__NA__,1,1,1,9,1,36
152632118,1,1,6,6,6,6,4,5,6,1,2,1,5,2,5,2,1,4,2,1958,1,1,__NA__,1,1,__NA__,2,5,6,__NA__,2,4,6,7,11,__NA__,99,1,1,2,1,4
152633209,1,6,5,6,4,6,3,5,4,2,2,2,2,5,8,2,3,8,2,1991,1,2,__NA__,1,3,__NA__,1,5,8,__NA__,2,4,6,7,11,__NA__,99,2,3,97,1,35
152635520,6,1,6,5,6,6,2,2,5,5,2,1,4,2,5,1,1,2,2,1954,1,1,__NA__,1,1,__NA__,2,5,5,__NA__,2,3,6,3,2,__NA__,99,3,1,3,1,50
152639834,6,6,2,1,6,6,6,4,6,1,2,1,4,2,8,2,1,4,2,1960,2,1,__NA__,1,3,__NA__,3,1,1,__NA__,2,3,5,6,2,__NA__,99,2,1,9,1,36
152639843,6,1,1,1,3,4,1,1,6,4,2,2,1,4,4,2,2,4,1,1940,2,2,__NA__,1,1,__NA__,2,4,5,__NA__,2,1,2,1,2,__NA__,99,3,2,5,1,36
152645124,5,1,5,4,6,6,5,6,6,1,2,1,4,2,5,2,1,4,2,1984,1,1,__NA__,1,1,__NA__,5,1,4,__NA__,2,2,4,2,1,__NA__,4,2,2,1,1,27
152653428,6,1,6,3,6,6,6,2,6,1,2,1,4,2,4,2,1,8,2,1976,2,1,__NA__,1,1,__NA__,2,1,1,__NA__,2,4,6,7,9,__NA__,99,2,1,9,1,53
152654745,6,1,6,4,6,6,6,3,6,4,2,1,4,2,5,2,1,4,2,1980,2,2,__NA__,1,2,__NA__,6,5,1,__NA__,2,4,6,7,10,__NA__,99,1,1,5,1,36
152657187,6,2,3,3,4,6,3,2,6,3,1,3,4,2,1,2,2,2,2,1960,2,1,__NA__,1,1,__NA__,2,5,3,__NA__,2,2,4,2,1,__NA__,2,2,3,2,1,25
152658671,2,3,3,1,6,6,5,1,6,1,2,2,1,5,2,2,1,1,2,1962,2,2,__NA__,1,5,__NA__,3,2,2,__NA__,2,2,3,1,1,__NA__,13,3,2,3,2,6
152664062,6,2,6,5,6,6,4,1,6,4,2,1,4,2,5,2,1,4,2,1952,2,1,__NA__,1,2,__NA__,6,6,1,__NA__,2,2,3,5,12,__NA__,99,1,1,11,1,13
152673574,5,2,6,2,6,6,4,1,6,1,2,1,4,2,2,2,1,2,2,1962,2,1,__NA__,1,1,__NA__,5,1,1,__NA__,2,2,5,2,1,__NA__,4,1,2,6,1,29
