caseid,policy_gun,policy_cappun,policy_pot,policy_prostitute,policy_healthcare,policy_taxcut,policy_affect,policy_nuke,policy_warming,policy_draft,pk_house,pk_senate,pk_ag,pk_senleader,pk_justice,pk_override,pk_nominate,pk_term,pk_conservparty,birthyr,gender,pid7,pid3_t,pid3,race,race_other,educ,marstat,employ,employ_t,pew_bornagain,pew_religimp,pew_churatd,pew_prayer,religpew,religpew_t,religpew_protestant,ideo5,newsint,faminc,votereg,inputstate
152405132,5,1,1,1,6,1,3,1,6,1,2,3,5,2,1,3,3,1,2,1961,2,4,__NA__,3,1,__NA__,4,1,4,__NA__,1,1,2,1,12,__NA__,99,3,2,5,2,12
152405255,6,6,1,1,3,3,1,4,4,3,1,2,8,2,2,2,3,1,3,1961,2,5,__NA__,3,1,__NA__,3,1,7,__NA__,2,2,5,5,2,__NA__,99,4,2,10,1,33
152410327,1,4,5,3,2,5,3,4,4,1,1,2,4,2,4,3,1,1,2,1980,1,5,__NA__,3,1,__NA__,2,5,1,__NA__,2,4,6,7,11,__NA__,99,3,1,4,1,42
152413495,6,4,5,1,6,6,2,4,5,2,1,2,3,2,2,2,3,2,2,1987,2,3,__NA__,3,1,__NA__,2,5,4,__NA__,2,2,6,3,2,__NA__,99,5,4,2,1,56
152414205,4,1,6,5,6,6,5,5,5,2,2,1,4,2,5,2,1,4,2,1948,1,4,__NA__,3,1,__NA__,6,1,1,__NA__,2,2,4,3,5,__NA__,99,3,1,97,1,17
152417985,1,6,1,4,1,5,1,6,1,1,2,1,4,2,5,2,1,4,2,1956,1,5,__NA__,3,3,__NA__,3,1,5,__NA__,2,2,4,6,2,__NA__,99,5,1,9,1,36
152418023,2,4,6,6,4,5,3,3,4,1,3,2,4,2,5,2,1,4,2,1978,2,3,__NA__,3,1,__NA__,5,1,7,__NA__,2,4,5,6,9,__NA__,99,1,2,7,3,6
152423477,1,6,2,5,6,6,4,5,6,3,3,3,2,1,5,2,2,2,3,1945,2,4,__NA__,3,1,__NA__,3,1,4,__NA__,2,3,6,2,11,__NA__,99,3,2,3,1,12
152438289,5,5,5,2,4,5,2,2,5,2,2,3,4,2,2,2,2,2,3,1962,2,4,__NA__,3,1,__NA__,5,1,2,__NA__,2,2,3,6,5,__NA__,99,2,3,4,1,8
152459710,1,3,6,6,4,4,3,6,4,1,2,1,4,2,5,2,1,4,3,1955,1,4,__NA__,3,1,__NA__,2,1,1,__NA__,2,4,6,7,11,__NA__,99,3,1,9,1,25
152470789,6,3,4,6,6,6,8,1,6,6,2,1,4,2,5,2,1,4,2,1964,2,3,__NA__,3,2,__NA__,3,1,8,__NA__,2,1,2,2,1,__NA__,2,3,1,11,1,5
152479742,1,1,6,6,6,6,3,1,6,1,2,1,4,2,5,2,1,4,2,1965,1,4,__NA__,3,3,__NA__,3,5,1,__NA__,2,4,6,7,11,__NA__,99,1,1,10,1,6
152488552,2,6,1,1,4,4,4,5,5,4,3,1,4,1,8,8,1,2,1,1972,2,,__NA__,3,1,__NA__,3,1,4,__NA__,2,2,4,1,2,__NA__,99,3,2,97,1,6
152491741,1,1,5,5,5,2,5,1,5,1,2,1,4,2,1,2,1,2,2,1953,1,4,__NA__,3,1,__NA__,3,5,4,__NA__,2,2,6,2,12,__NA__,99,2,2,1,1,6
152495994,1,3,6,6,2,1,1,4,4,4,2,1,4,2,8,2,1,2,2,1939,2,5,__NA__,3,1,__NA__,4,3,2,__NA__,2,2,4,6,1,__NA__,9,3,1,3,1,13
152497349,4,5,4,4,3,1,2,6,2,1,2,1,4,2,5,2,1,4,2,1967,1,5,__NA__,3,1,__NA__,5,1,1,__NA__,1,1,2,1,1,__NA__,1,5,1,10,1,48
152500922,3,6,4,6,6,6,4,4,6,6,2,1,1,5,8,2,2,4,2,1954,2,4,__NA__,3,1,__NA__,4,3,2,__NA__,2,3,5,1,1,__NA__,3,3,3,2,2,13
152504799,1,5,5,3,5,4,2,4,5,2,2,1,4,4,5,2,1,2,2,1979,1,4,__NA__,3,1,__NA__,3,1,1,__NA__,2,2,4,1,11,__NA__,99,4,1,7,1,27
152536222,1,2,5,1,1,2,1,5,1,6,2,1,4,2,5,2,1,2,2,1959,2,5,__NA__,3,5,__NA__,3,1,9,__NA__,1,1,2,1,2,__NA__,99,4,1,97,1,42
152543702,1,4,6,5,1,2,1,5,1,1,2,1,5,2,4,2,1,4,3,1962,1,4,__NA__,3,1,__NA__,3,1,7,__NA__,2,2,5,5,1,__NA__,3,5,1,10,1,34
152548562,2,6,6,3,2,6,2,3,5,2,3,3,4,5,5,3,3,4,3,1962,2,4,__NA__,3,1,__NA__,3,3,2,__NA__,2,4,6,7,11,__NA__,99,1,7,1,1,6
152548597,4,4,6,4,6,6,4,3,6,3,2,1,4,2,5,2,1,4,2,1970,2,3,__NA__,3,1,__NA__,5,1,1,__NA__,2,4,6,7,10,__NA__,99,3,1,97,1,53
152553824,4,1,4,1,2,5,1,3,4,1,1,2,4,2,5,2,1,2,2,1955,2,4,__NA__,3,1,__NA__,5,1,4,__NA__,2,1,1,1,2,__NA__,99,3,1,97,1,42
152555745,2,6,3,5,5,6,4,4,3,3,3,3,5,5,8,2,3,8,3,1952,2,4,__NA__,3,1,__NA__,2,1,2,__NA__,2,2,5,3,12,__NA__,3,4,3,5,1,50
152558490,6,2,1,1,1,1,6,5,5,4,2,1,4,2,5,8,2,1,2,1941,2,5,__NA__,3,2,__NA__,3,3,5,__NA__,1,1,2,1,1,__NA__,10,3,1,97,1,13
152583931,4,6,6,1,1,4,1,3,6,3,3,3,2,2,1,2,2,1,3,1986,2,5,__NA__,3,1,__NA__,3,1,4,__NA__,2,4,6,7,10,__NA__,99,6,4,1,1,12
152588257,6,6,6,1,5,6,6,5,6,6,2,1,4,2,5,2,1,4,2,1960,1,4,__NA__,3,2,__NA__,2,6,4,__NA__,2,2,6,2,11,__NA__,99,3,1,5,1,18
152625899,6,3,4,4,6,2,4,1,4,1,2,2,1,4,8,3,2,2,3,1968,1,4,__NA__,3,3,__NA__,1,1,2,__NA__,2,2,5,6,2,__NA__,99,4,4,4,2,36
152635748,4,6,6,4,6,6,3,5,4,6,2,1,4,2,4,2,1,4,2,1964,1,3,__NA__,3,1,__NA__,2,1,6,__NA__,2,4,6,2,2,__NA__,99,3,1,6,1,6
152648603,6,4,3,1,1,6,5,1,4,3,1,1,8,8,8,2,1,2,1,1942,2,3,__NA__,3,1,__NA__,2,4,5,__NA__,1,1,1,1,1,__NA__,6,4,3,2,1,23
152648818,2,6,6,2,1,1,1,4,2,2,2,1,4,2,5,2,1,4,2,1988,2,5,__NA__,3,1,__NA__,5,3,8,__NA__,2,4,6,7,11,__NA__,99,4,1,9,1,6
152657384,4,5,2,1,2,6,3,5,5,2,2,2,1,2,4,2,3,1,1,1960,2,4,__NA__,3,1,__NA__,4,3,6,__NA__,1,1,1,1,1,__NA__,8,3,4,2,1,46
152747253,5,5,5,3,3,5,1,5,6,1,1,2,4,2,5,2,1,4,2,1962,1,4,__NA__,3,3,__NA__,3,1,1,__NA__,2,3,6,2,11,__NA__,99,3,3,8,1,17
152775874,4,4,6,5,6,6,6,4,5,1,2,1,4,2,4,2,1,1,2,1987,1,4,__NA__,3,3,__NA__,3,5,8,__NA__,2,4,6,7,9,__NA__,99,2,1,8,1,42
152813190,1,6,4,1,1,6,3,5,5,5,1,1,8,1,2,1,3,4,2,1946,2,4,__NA__,3,1,__NA__,3,1,5,__NA__,2,1,2,1,1,__NA__,3,4,2,97,1,4
152821904,6,1,1,6,6,1,2,1,1,1,2,2,4,2,1,2,1,2,2,1993,2,4,__NA__,3,3,__NA__,1,6,4,__NA__,2,1,5,8,12,__NA__,99,2,2,97,3,36
152835436,4,1,5,4,6,6,5,4,6,4,2,1,4,2,5,2,1,4,2,1944,2,3,__NA__,3,3,__NA__,5,4,5,__NA__,2,1,3,1,1,__NA__,7,3,1,10,1,6
152886677,1,5,6,6,4,6,5,1,2,1,2,2,4,5,4,2,1,4,3,1983,2,4,__NA__,3,1,__NA__,4,1,7,__NA__,2,1,1,1,6,__NA__,99,6,1,8,1,29
152934278,4,2,6,6,6,6,6,3,6,4,1,2,4,2,5,2,1,4,2,1987,2,3,__NA__,3,1,__NA__,3,5,2,__NA__,2,3,6,6,11,__NA__,99,2,1,1,1,55
153059173,3,5,6,3,6,6,3,4,5,2,1,3,4,1,4,8,2,1,2,1974,2,3,__NA__,3,1,__NA__,2,3,6,__NA__,2,4,6,7,10,__NA__,99,3,4,2,2,22
153085402,3,5,2,1,4,6,4,1,4,3,2,1,4,1,2,1,1,2,2,1949,2,4,__NA__,3,1,__NA__,3,3,2,__NA__,2,1,2,1,3,__NA__,99,3,2,2,1,49
153154949,1,6,1,5,1,1,1,6,1,1,2,1,4,2,2,2,1,4,2,1939,1,5,__NA__,3,1,__NA__,1,1,5,__NA__,1,1,4,2,1,__NA__,1,5,1,4,1,51
153183323,1,3,6,3,5,1,1,4,6,1,2,1,4,2,5,2,1,1,2,1992,2,4,__NA__,3,1,__NA__,3,5,8,__NA__,2,3,5,6,10,__NA__,99,3,2,97,1,6
153199774,4,3,4,3,4,4,1,4,4,2,2,1,2,2,1,2,2,4,3,1977,1,4,__NA__,3,2,__NA__,2,3,1,__NA__,2,1,6,2,11,__NA__,1,3,2,2,3,12
153222380,2,3,3,4,6,6,4,1,4,1,2,1,4,2,5,2,1,1,3,1981,1,3,__NA__,3,4,__NA__,3,5,4,__NA__,2,4,6,7,11,__NA__,99,2,1,1,1,53
153279500,6,4,5,4,6,6,6,3,6,3,1,8,8,2,8,2,3,4,2,1937,1,3,__NA__,3,1,__NA__,2,1,5,__NA__,2,4,6,7,9,__NA__,99,2,1,97,1,50
153286658,1,1,6,6,6,6,4,6,5,5,2,1,4,1,5,2,1,4,2,1950,1,3,__NA__,3,1,__NA__,5,1,1,__NA__,2,2,4,2,1,__NA__,1,3,1,7,1,48
153289967,6,6,6,3,1,5,5,5,4,2,1,3,5,1,4,2,1,4,3,1950,2,3,__NA__,3,1,__NA__,2,3,4,__NA__,2,4,6,6,11,__NA__,99,3,2,2,2,24
153294579,1,6,1,1,2,2,5,6,3,4,2,1,4,2,5,2,1,4,3,1955,1,5,__NA__,4,3,__NA__,5,1,3,__NA__,1,1,2,1,12,__NA__,3,5,2,6,1,8
153296544,6,4,6,4,6,6,4,1,6,1,2,1,4,2,2,2,1,2,2,1946,2,3,__NA__,3,1,__NA__,3,1,5,__NA__,2,3,5,6,2,__NA__,99,3,2,97,1,36
151798393,4,6,4,6,1,6,5,6,6,6,2,1,4,5,2,3,1,4,2,1940,1,7,__NA__,2,1,__NA__,2,1,2,__NA__,2,2,5,3,1,__NA__,5,3,1,4,1,6
152091429,3,4,4,3,2,4,2,2,5,2,3,2,1,2,4,2,2,4,1,1970,2,6,__NA__,2,1,__NA__,2,1,7,__NA__,1,2,3,3,1,__NA__,5,2,4,3,1,1
152095559,4,6,1,1,1,5,4,4,4,3,1,1,5,2,1,2,2,4,2,1942,2,7,__NA__,2,1,__NA__,3,3,5,__NA__,1,1,1,1,1,__NA__,90,5,2,2,1,26
152104967,4,4,1,1,5,3,4,2,4,2,2,2,2,4,5,2,1,1,2,1991,2,7,__NA__,2,1,__NA__,3,5,8,__NA__,1,1,2,1,3,__NA__,99,6,3,1,1,12
152109141,3,5,6,2,1,6,4,5,6,2,2,1,4,2,5,2,1,1,2,1961,1,6,__NA__,2,1,__NA__,1,6,1,__NA__,1,1,4,3,1,__NA__,9,5,1,5,2,42
152192060,1,5,5,6,1,1,2,6,1,1,2,1,4,2,5,2,1,4,2,1982,1,7,__NA__,2,1,__NA__,6,1,8,__NA__,1,1,4,1,1,__NA__,1,4,1,5,1,36
152232249,1,6,6,1,1,4,4,5,3,2,1,2,1,5,2,2,2,2,2,1957,2,7,__NA__,2,1,__NA__,2,1,1,__NA__,1,1,5,1,1,__NA__,3,4,1,5,1,40
152302510,2,6,1,1,1,1,3,4,5,4,1,1,5,1,5,2,1,2,2,1961,2,7,__NA__,2,7,__NA__,5,5,1,__NA__,2,3,6,7,12,__NA__,99,4,2,11,1,34
152305643,3,6,5,4,3,6,2,5,3,4,3,2,2,1,4,3,1,4,2,1953,1,6,__NA__,2,1,__NA__,2,3,5,__NA__,2,2,5,1,11,__NA__,99,4,2,2,1,41
152374562,1,5,3,3,6,6,4,5,5,1,2,2,5,4,2,2,3,1,2,1985,2,6,__NA__,2,1,__NA__,4,5,1,__NA__,2,1,3,4,2,__NA__,99,4,4,3,1,55
152381572,5,6,6,1,6,6,1,1,5,1,1,2,8,8,8,2,3,2,1,1986,2,6,__NA__,2,1,__NA__,2,5,2,__NA__,2,3,5,2,2,__NA__,99,2,3,2,2,12
152401669,6,6,3,1,2,3,4,4,4,5,2,1,4,2,5,2,1,4,2,1933,2,7,__NA__,2,1,__NA__,4,1,5,__NA__,1,1,3,1,1,__NA__,2,5,1,7,1,29
152412217,1,6,6,6,4,4,3,4,2,3,1,1,4,2,2,2,3,2,3,1948,2,7,__NA__,2,1,__NA__,2,1,5,__NA__,2,1,5,1,2,__NA__,99,6,3,4,1,42
152418001,2,4,1,1,3,1,4,4,4,6,2,1,4,2,5,2,1,4,2,1946,1,6,__NA__,2,1,__NA__,2,1,5,__NA__,2,1,1,1,2,__NA__,99,5,1,4,1,50
152467283,1,6,4,1,2,2,1,6,3,1,2,1,4,2,4,3,1,1,2,1982,1,6,__NA__,2,1,__NA__,2,5,1,__NA__,2,2,5,6,1,__NA__,3,4,2,97,1,40
152497933,6,6,1,1,6,6,5,5,5,1,2,1,2,1,4,3,1,4,1,1958,2,6,__NA__,2,1,__NA__,4,1,1,__NA__,2,3,5,6,12,__NA__,2,3,3,3,1,55
152509911,3,4,1,1,1,3,4,5,2,4,1,1,5,2,4,2,3,1,2,1965,1,6,__NA__,2,1,__NA__,1,1,6,__NA__,1,1,5,1,1,__NA__,6,4,3,3,1,29
152522742,5,3,4,1,3,6,5,4,3,2,2,3,2,5,4,2,2,2,1,1947,2,6,__NA__,2,1,__NA__,2,1,6,__NA__,2,1,2,2,1,__NA__,4,3,4,3,1,42
152541836,2,6,5,2,4,5,4,4,3,4,2,3,2,5,5,2,1,4,2,1973,2,6,__NA__,2,1,__NA__,5,1,1,__NA__,1,1,2,3,1,__NA__,8,3,3,11,1,21
152548608,2,6,5,6,6,4,5,4,5,4,1,1,5,1,5,1,1,2,2,1954,2,6,__NA__,2,1,__NA__,4,1,4,__NA__,1,1,2,1,3,__NA__,99,3,1,2,1,4
152560825,6,6,6,5,6,6,1,4,1,4,2,2,2,4,1,2,1,4,2,1956,2,6,__NA__,2,1,__NA__,2,5,6,__NA__,2,4,6,2,2,__NA__,99,1,3,2,1,19
152592594,2,1,1,1,6,6,4,4,6,5,2,2,4,2,5,2,1,4,2,1942,2,6,__NA__,2,1,__NA__,2,4,5,__NA__,2,4,6,2,1,__NA__,2,3,2,5,1,36
152649041,2,6,2,4,5,2,1,6,3,2,2,1,4,2,5,2,2,4,2,1982,2,6,__NA__,2,1,__NA__,5,1,7,__NA__,2,1,2,2,1,__NA__,5,4,2,6,1,27
152669595,1,6,4,4,2,4,1,6,1,3,2,1,4,2,1,2,1,2,2,1937,1,7,__NA__,2,1,__NA__,2,3,5,__NA__,2,2,6,6,11,__NA__,99,5,3,3,1,53
152760885,1,4,1,2,1,2,5,6,5,3,2,1,4,8,2,8,1,4,1,1930,2,7,__NA__,2,1,__NA__,2,4,6,__NA__,2,1,5,2,2,__NA__,99,4,2,2,1,45
153056517,1,4,1,1,1,5,5,4,2,1,2,1,5,2,4,2,2,2,2,1963,2,7,__NA__,2,1,__NA__,6,1,2,__NA__,1,1,2,1,1,__NA__,1,4,1,5,1,41
153132871,1,6,4,5,2,1,3,5,2,1,2,1,4,2,5,2,1,4,2,1951,2,7,__NA__,2,1,__NA__,4,1,1,__NA__,2,2,5,3,2,__NA__,99,4,1,6,1,12
153203845,1,6,4,3,1,1,1,6,1,2,2,1,4,2,5,2,1,4,2,1962,1,7,__NA__,2,1,__NA__,5,1,1,__NA__,2,2,3,3,2,__NA__,99,5,1,8,1,8
153204001,3,4,6,2,3,5,3,4,4,3,1,1,8,8,1,3,3,2,2,1952,2,6,__NA__,2,1,__NA__,2,4,2,__NA__,1,1,2,1,1,__NA__,1,6,4,1,1,37
153248437,6,6,1,3,6,6,4,4,6,3,2,2,1,5,8,2,3,2,3,1936,2,7,__NA__,2,7,__NA__,3,3,5,__NA__,2,1,4,3,2,__NA__,99,2,2,3,1,6
153281226,1,6,5,1,1,6,1,3,5,1,2,1,4,2,2,2,1,2,2,1960,1,7,__NA__,2,1,__NA__,2,1,1,__NA__,2,1,5,6,1,__NA__,1,5,2,5,1,26
153294508,2,6,6,5,1,1,4,1,4,2,1,1,8,2,5,2,1,4,2,1993,2,7,__NA__,2,1,__NA__,3,1,8,__NA__,2,4,5,7,10,__NA__,99,5,2,2,2,49
153305246,1,6,1,1,1,1,1,6,1,4,2,1,4,2,8,2,2,1,2,1939,1,7,__NA__,2,1,__NA__,2,1,2,__NA__,2,2,5,2,1,__NA__,9,4,1,5,1,44
151524787,1,6,1,6,6,6,6,5,6,6,2,3,4,4,1,2,2,1,3,1945,1,1,__NA__,1,2,__NA__,3,1,5,__NA__,1,1,1,1,1,__NA__,1,6,1,6,1,51
151641896,2,6,8,5,5,6,5,4,6,2,2,1,4,2,5,2,1,4,2,1953,1,1,__NA__,1,1,__NA__,2,1,5,__NA__,2,3,6,6,11,__NA__,99,2,2,6,1,47
151910795,6,4,3,1,6,6,6,5,5,1,1,2,4,2,1,2,1,1,2,1962,2,2,__NA__,1,2,__NA__,5,3,5,__NA__,1,1,7,1,1,__NA__,1,3,2,5,1,45
151940932,5,6,6,6,6,6,1,1,6,2,2,1,4,2,4,2,2,1,2,1955,1,1,__NA__,1,1,__NA__,3,5,5,__NA__,2,3,5,6,11,__NA__,99,3,2,97,1,12
151972086,6,6,4,1,6,6,5,5,6,5,1,1,5,2,4,3,2,4,2,1954,1,1,__NA__,1,1,__NA__,2,1,2,__NA__,2,3,5,7,2,__NA__,99,6,1,4,1,50
152015272,3,4,6,4,6,6,6,3,6,1,2,1,4,2,2,2,3,4,2,1965,2,1,__NA__,1,1,__NA__,5,6,1,__NA__,2,4,6,7,10,__NA__,99,2,1,6,1,53
152017502,6,1,4,4,1,6,4,3,6,1,1,2,4,2,5,2,1,1,2,1979,2,2,__NA__,1,1,__NA__,6,1,1,__NA__,2,3,6,2,11,__NA__,99,1,1,4,1,25
152020837,4,3,6,6,6,5,4,3,6,1,2,1,4,2,5,2,1,4,3,1949,1,1,__NA__,1,1,__NA__,6,1,1,__NA__,2,3,4,5,1,__NA__,3,5,1,9,1,34
152093406,6,1,6,5,6,6,8,1,6,2,1,1,4,2,4,1,1,4,3,1962,1,1,__NA__,1,3,__NA__,3,5,8,__NA__,2,2,5,5,2,__NA__,99,2,1,2,1,36
152093470,5,5,6,6,5,5,3,6,6,2,2,2,4,1,4,8,2,8,2,1953,2,1,__NA__,1,2,__NA__,5,5,9,__NA__,2,4,6,6,10,__NA__,99,3,1,5,1,51
152095239,6,1,6,4,5,6,4,3,5,2,2,1,4,2,5,2,1,4,2,1957,1,1,__NA__,1,3,__NA__,6,6,1,__NA__,2,4,6,3,11,__NA__,99,2,1,8,1,8
152102772,6,1,5,5,6,6,5,5,6,4,2,1,4,2,4,2,1,4,2,1985,2,1,__NA__,1,1,__NA__,5,1,8,__NA__,2,1,1,2,1,__NA__,7,1,2,4,1,39
152106502,5,6,4,3,6,6,4,6,6,4,2,1,4,2,8,3,1,2,3,1942,2,1,__NA__,1,1,__NA__,2,4,5,__NA__,2,2,5,2,1,__NA__,5,1,1,8,1,39
152149754,6,1,6,1,6,6,6,1,6,1,2,1,4,2,4,2,1,4,2,1964,2,1,__NA__,1,1,__NA__,3,1,7,__NA__,2,4,6,7,9,__NA__,99,1,1,6,1,6
152170946,1,6,6,6,6,6,1,6,4,1,2,1,4,5,2,2,1,1,2,1953,1,2,__NA__,1,1,__NA__,3,5,2,__NA__,2,4,6,7,2,__NA__,99,3,2,97,1,44
152178841,4,1,6,4,6,1,1,1,1,1,2,1,4,2,5,2,1,4,2,1954,1,1,__NA__,1,1,__NA__,5,1,1,__NA__,2,4,5,7,2,__NA__,99,2,1,97,1,36
152178864,5,1,6,6,6,5,4,3,6,4,2,1,4,2,5,2,1,4,2,1944,2,1,__NA__,1,1,__NA__,6,4,5,__NA__,2,4,6,7,11,__NA__,99,2,1,4,1,4
152183901,6,5,1,1,4,6,6,1,6,1,2,8,8,2,2,2,3,4,3,1964,2,2,__NA__,1,2,__NA__,4,6,1,__NA__,2,1,2,2,1,__NA__,9,6,2,97,1,34
152187778,6,3,6,6,6,1,1,6,6,1,2,2,4,2,8,2,2,4,1,1949,2,1,__NA__,1,1,__NA__,2,5,5,__NA__,2,1,2,1,2,__NA__,99,2,2,1,1,12
152187849,6,2,6,6,5,6,3,4,6,1,1,2,4,2,4,2,1,4,2,1983,1,1,__NA__,1,1,__NA__,5,5,1,__NA__,2,4,6,7,9,__NA__,99,1,1,12,1,36
152189686,6,3,5,2,6,6,4,2,6,1,2,2,4,2,4,2,1,4,2,1973,2,1,__NA__,1,1,__NA__,2,5,6,__NA__,2,4,6,8,12,__NA__,99,2,2,6,1,42
152190130,6,1,6,6,6,6,6,1,6,1,2,1,4,2,8,1,1,8,2,1946,2,1,__NA__,1,1,__NA__,3,3,2,__NA__,2,4,6,7,11,__NA__,99,1,1,97,1,21
152194237,6,6,6,5,6,6,5,4,6,1,1,2,4,2,5,2,2,4,2,1951,1,1,__NA__,1,2,__NA__,4,1,9,__NA__,2,2,3,2,1,__NA__,1,3,1,9,1,34
152196133,6,3,6,5,6,6,4,5,5,4,2,1,4,2,5,2,1,4,2,1952,1,1,__NA__,1,1,__NA__,2,3,6,__NA__,2,4,6,7,9,__NA__,99,1,1,2,1,26
152206276,6,1,6,6,6,6,3,1,6,1,2,1,4,2,5,2,1,4,2,1978,2,1,__NA__,1,1,__NA__,5,1,4,__NA__,2,4,4,7,10,__NA__,99,1,1,9,1,37
152219161,4,1,6,3,6,6,5,1,6,1,3,1,2,5,1,1,3,1,2,1964,2,1,__NA__,1,1,__NA__,2,3,1,__NA__,2,4,6,3,11,__NA__,99,2,2,3,1,39
152232335,4,4,5,2,5,5,1,3,4,1,1,1,2,5,1,2,2,4,1,1962,2,1,__NA__,1,2,__NA__,2,5,7,__NA__,1,1,4,1,1,__NA__,1,3,3,97,1,10
152232627,3,3,6,6,5,4,3,4,3,1,3,3,2,8,5,2,3,2,3,1951,2,2,__NA__,1,1,__NA__,2,6,7,__NA__,2,3,6,6,11,__NA__,1,3,2,5,2,17
152234442,6,4,3,1,4,5,6,3,6,4,2,2,8,2,8,2,1,4,2,1942,2,1,__NA__,1,1,__NA__,2,1,5,__NA__,2,1,4,6,11,__NA__,99,3,2,4,1,26
152243673,5,3,3,4,6,5,4,3,4,2,1,1,2,2,1,3,3,2,3,1960,2,1,__NA__,1,1,__NA__,2,1,1,__NA__,2,3,6,7,11,__NA__,99,3,2,9,1,26
152252696,5,5,6,4,5,6,4,4,6,1,1,1,2,1,1,2,1,1,2,1950,2,1,__NA__,1,2,__NA__,3,5,5,__NA__,2,2,4,5,1,__NA__,1,3,2,97,1,6
152252855,6,3,6,1,6,6,4,5,4,3,1,2,2,5,4,2,3,2,2,1964,1,1,__NA__,1,3,__NA__,2,1,6,__NA__,2,4,6,7,11,__NA__,99,3,2,2,1,12
152252857,6,1,5,1,6,5,6,8,6,2,2,2,5,5,4,3,8,2,2,1961,2,1,__NA__,1,2,__NA__,3,2,1,__NA__,1,1,5,6,1,__NA__,3,1,2,2,1,26
152256439,5,6,5,3,5,6,5,6,5,3,1,1,4,1,2,3,3,1,2,1955,2,2,__NA__,1,1,__NA__,2,1,1,__NA__,2,1,2,2,2,__NA__,99,4,2,7,1,42
152262241,6,1,2,6,6,6,5,1,6,1,2,1,4,2,5,2,2,4,2,1952,2,1,__NA__,1,2,__NA__,2,1,6,__NA__,2,2,5,1,2,__NA__,99,6,3,4,1,42
152265072,6,5,6,5,4,6,6,5,6,1,2,1,4,2,5,8,1,2,1,1961,2,1,__NA__,1,2,__NA__,3,1,7,__NA__,2,1,2,1,1,__NA__,1,2,3,9,1,22
152271631,3,4,6,6,6,6,6,1,6,5,2,1,4,2,5,2,2,8,8,1960,1,2,__NA__,1,2,__NA__,3,5,4,__NA__,1,2,5,6,11,__NA__,1,3,2,2,1,8
152279394,1,1,6,5,6,6,6,6,5,5,8,8,4,8,8,2,8,4,3,1952,1,1,__NA__,1,1,__NA__,3,1,1,__NA__,2,1,5,2,1,__NA__,1,2,1,3,1,13
152279843,6,6,6,4,6,8,6,1,1,1,2,1,8,2,8,2,8,2,2,1965,2,2,__NA__,1,2,__NA__,3,5,2,__NA__,1,1,3,1,1,__NA__,6,4,2,10,1,36
152280727,6,2,2,2,6,6,3,5,5,2,2,1,4,2,5,2,1,4,2,1949,1,2,__NA__,1,1,__NA__,2,1,5,__NA__,2,4,6,7,11,__NA__,99,3,1,5,1,6
152300825,3,6,5,6,6,6,4,1,1,3,2,2,4,2,4,2,3,2,2,1962,1,2,__NA__,1,5,__NA__,1,1,9,__NA__,2,1,4,1,1,__NA__,13,6,2,1,1,8
152309337,6,1,2,1,6,6,5,6,6,4,2,1,4,2,5,2,1,4,2,1926,1,2,__NA__,1,1,__NA__,6,1,5,__NA__,2,2,4,6,1,__NA__,2,3,1,6,1,54
152318433,6,4,6,6,6,6,3,6,6,3,1,2,5,1,4,2,2,4,2,1962,1,1,__NA__,1,1,__NA__,5,1,1, ,2,4,5,6,5,__NA__,99,2,2,11,1,6
152319074,6,6,5,1,6,6,2,6,6,1,2,2,1,2,2,2,1,4,1,1950,2,2,__NA__,1,1,__NA__,2,3,7,__NA__,2,4,6,7,11,__NA__,99,3,4,2,2,17
152327695,6,6,4,5,6,6,6,3,6,1,1,1,4,2,8,2,2,8,1,1977,2,1,__NA__,1,2,__NA__,4,5,2,__NA__,2,4,6,7,11,__NA__,99,2,2,1,1,12
152332054,6,6,3,3,5,4,4,4,4,3,1,2,1,5,2,1,2,2,2,1968,2,1,__NA__,1,2,__NA__,2,1,7,__NA__,2,1,6,2,1,__NA__,1,1,3,6,1,51
152335943,1,4,6,5,6,6,2,3,6,3,2,1,4,2,5,2,1,4,2,1966,1,1,__NA__,1,1,__NA__,6,1,1,__NA__,2,3,6,6,1,__NA__,2,2,1,31,1,6
152337584,6,5,6,6,1,6,1,1,6,6,2,1,1,2,4,2,1,4,2,1959,2,1,__NA__,1,7,__NA__,6,4,1,__NA__,2,4,6,6,11,__NA__,99,1,1,97,1,6
152345451,1,2,6,5,6,3,1,5,5,1,1,1,2,5,4,2,2,4,3,1963,2,1,__NA__,1,1,__NA__,2,1,7,__NA__,1,2,5,1,11,__NA__,99,6,3,4,1,5
152358417,6,6,6,5,4,6,4,6,6,4,2,1,4,2,1,2,1,2,2,1960,2,2,__NA__,1,1,__NA__,2,4,1,__NA__,1,2,5,5,12,__NA__,1,3,3,6,2,8
152360352,1,6,1,1,5,6,5,3,4,2,2,2,2,1,4,2,2,4,1,1955,2,1,__NA__,1,1,__NA__,2,1,6,__NA__,1,2,5,2,1,__NA__,7,2,2,8,1,42
152371891,5,4,6,5,4,5,2,2,6,1,2,8,8,8,8,2,1,4,2,1969,2,1,__NA__,1,1,__NA__,2,6,2,__NA__,2,3,6,8,11,__NA__,99,1,3,3,1,36
152403025,3,1,4,4,4,3,3,6,4,3,1,2,4,2,2,1,1,1,2,1940,2,2,__NA__,1,1,__NA__,3,3,5,__NA__,2,2,5,1,1,__NA__,1,3,1,3,1,13
